TSDone,DocNum,ItemCode,BatchNum,Project,QCScore,Itemcount,Temperature,Brix,PoundsPressure,Color,Discoloration,InsectPresenceFrass,Softness,Bruising,Decay,DehydrationShrivel,AbnormalSoftness,UnhealedCutsSplits,Undersized,Oversized,InsectDamage,Scarring,DocType
 03/30/2017,49894,SLT2,490408,SJD,80,150,53,6,0.00,5,0,0,7,0,0,4,0,0,0,0,0,3,IM
 03/30/2017,49894,SLT2,490409,SJD,84,150,56,7,0.00,6,13,0,21,0,0,2,0,0,0,0,0,6,IM
 03/30/2017,49894,MXT2,490411,SJD,81,150,58,0,0.00,0,18,0,13,0,0,5,0,0,0,0,0,0,IM
 03/30/2017,49894,MXT2,490412,SJD,79,150,58,0,0.00,0,21,0,18,0,0,4,0,0,0,0,0,5,IM
 03/30/2017,49894,MXT2,490412,SJD,79,150,58,0,0.00,0,21,0,18,0,0,4,0,0,0,0,0,5,IM
 03/30/2017,49894,MXT2,490413,SJD,78,150,58,0,0.00,0,17,0,24,0,1,3,0,0,0,0,0,8,IM
 03/30/2017,49894,MXT2,490414,SJD,92,150,57,0,0.00,0,0,0,8,0,0,3,0,0,0,0,0,4,IM
 03/30/2017,49894,MXT2,490410,SJD,78,150,58,0,0.00,0,15,0,18,0,0,5,0,1,0,0,0,6,IM
 03/30/2017,49894,SWF,490415,SJD,89,150,56,7,0.00,5,0,0,3,0,0,2,0,4,0,0,0,0,IM
 03/30/2017,49894,YPF,490416,SJD,77,150,55,7,0.00,0,18,0,15,0,0,7,0,0,0,0,0,0,IM
 03/30/2017,49894,MXF,490417,SJD,84,150,56,0,0.00,0,15,0,12,0,1,3,0,0,0,0,0,0,IM
 03/30/2017,49896,SUF,490678,SJD,88,150,48,6,0.00,5,0,0,6,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,SUF,490365,SJD,81,150,50,7,0.00,5,15,0,12,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,SUF,490428,SJD,77,150,50,7,0.00,5,18,0,11,0,0,2,0,0,0,0,0,0,IM
 03/30/2017,49896,SUF,490576,SJD,79,150,50,8,0.00,5,14,0,10,0,0,2,0,0,0,0,0,0,IM
 03/30/2017,49896,SUF,490604,SJD,81,150,50,8,0.00,5,18,0,9,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,SUF,490668,SJD,81,150,50,8,0.00,5,12,0,9,0,0,1,0,0,0,0,0,0,IM
 03/30/2017,49896,SUF,490671,SJD,80,150,46,8,0.00,5,12,0,9,0,0,2,0,0,0,0,0,0,IM
 03/30/2017,49896,CHT,490669,SJD,98,150,55,0,0.00,0,0,0,5,0,0,0,0,0,0,0,0,3,IM
 03/30/2017,49896,CHT,490603,SJD,83,150,47,7,0.00,5,12,0,9,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,SUW,490605,SJD,81,150,50,8,0.00,6,12,0,14,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,SUW,490606,SJD,80,150,50,8,0.00,5,16,0,10,0,0,1,0,0,0,0,0,0,IM
 03/30/2017,49896,SUW,490607,SJD,79,150,50,8,0.00,6,15,0,12,0,0,1,0,0,0,0,0,0,IM
 03/30/2017,49896,SUW,490608,SJD,80,150,50,8,0.00,5,19,0,9,0,0,0,0,0,0,0,0,4,IM
 03/30/2017,49896,SLT2,490676,SJD,80,150,49,8,0.00,5,18,0,11,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,SLT2,490367,SJD,78,150,50,8,0.00,6,15,0,18,0,0,0,0,0,0,0,0,4,IM
 03/30/2017,49896,SLT2,490368,SJD,74,150,50,7,0.00,5,16,0,21,0,0,2,0,0,0,0,0,0,IM
 03/30/2017,49896,CHT,490670,BCN,82,150,50,7,0.00,5,15,0,9,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,SLT2,490679,BCN,89,150,53,6,0.00,5,0,0,4,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,CHF,490677,SJD,89,150,53,7,0.00,5,0,0,4,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,ENG,490683,BCN,71,150,43,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,24,IM
 03/30/2017,49896,ENG,490602,BCN,71,150,43,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,22,IM
 03/30/2017,49896,SUG,490681,BCN,92,150,45,0,0.00,0,0,0,0,0,0,0,0,0,0,0,50,0,IM
 03/30/2017,49896,EN2,490680,BCN,100,150,54,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,EN2,490680,BCN,56,50,43,0,0.00,0,12,0,0,0,0,0,0,0,0,0,50,15,IM
 03/30/2017,49896,SNO,490682,BCN,92,150,48,0,0.00,0,6,0,0,0,0,0,0,2,0,0,18,0,IM
 03/30/2017,49896,FAV,490684,BCN,60,150,45,0,0.00,0,120,0,0,0,0,0,0,0,0,0,0,0,IM
 03/30/2017,49896,CHO,490672,SJD,86,150,45,7,0.00,5,0,0,10,0,0,0,0,0,0,0,0,2,IM
 03/30/2017,286736,PBM,490771,DCN,95,150,54,0,0.00,0,0,0,4,0,0,0,0,0,0,0,0,23,PO
 03/30/2017,286736,PBM,490772,DCN,91,150,54,0,0.00,0,0,0,3,0,0,2,0,0,0,0,0,27,PO
 03/31/2017,286739,GBN,490807,DCN,73,150,38,0,0.00,0,9,0,22,0,0,0,0,0,0,0,24,13,PO
 03/31/2017,285891,PBS,490817,DCN,86,150,48,0,0.00,0,0,0,6,0,0,0,0,0,0,0,0,15,PO
 03/31/2017,286426,HEF,490853,SON,87,150,51,6,0.00,0,0,0,0,4,0,0,0,0,0,0,0,12,PO
 03/31/2017,286426,HEF,490850,SON,79,150,51,5,0.00,0,0,0,3,3,0,1,0,0,0,0,0,44,PO
 03/31/2017,286426,HEF,490851,SON,76,150,51,4,0.00,0,0,0,5,6,0,2,0,0,0,0,0,40,PO
 03/31/2017,286426,HEF,490852,SON,77,150,51,0,0.00,0,0,0,23,0,0,0,0,0,0,0,0,35,PO
 03/31/2017,286426,SUF,490857,SON,89,150,54,8,0.00,6,0,0,2,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,SUG,490884,SON,72,150,48,0,0.00,0,0,0,15,0,0,0,0,0,0,0,140,0,PO
 03/31/2017,286426,HXF,490882,SON,81,150,51,0,0.00,0,0,0,8,0,0,4,0,0,0,0,0,0,PO
 03/31/2017,286426,SUF,490854,SON,83,150,50,7,0.00,0,4,0,2,0,0,3,0,0,0,0,0,0,PO
 03/31/2017,286426,HXF,490881,SON,86,150,51,0,0.00,0,0,0,8,0,0,0,0,0,0,0,10,0,PO
 03/31/2017,286426,SUF,490855,SON,81,150,53,7,0.00,6,0,0,2,0,0,4,0,0,0,0,8,0,PO
 03/31/2017,286426,HXF,490880,SON,88,150,51,0,0.00,0,0,0,4,0,0,0,0,0,0,0,6,0,PO
 03/31/2017,286426,HXF,490879,SON,86,150,50,0,0.00,0,0,0,9,0,0,0,0,0,0,0,8,0,PO
 03/31/2017,286426,SUF,490856,SON,90,150,47,8,0.00,6,0,0,1,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,HXF,490883,SON,87,150,54,0,0.00,0,9,0,0,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,CHF,490863,SON,87,150,54,7,0.00,5,9,0,1,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,CHF,490858,SON,85,150,51,7,0.00,0,5,0,9,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,CHF,490859,SON,86,150,50,7,0.00,0,6,0,4,0,0,0,0,0,0,0,5,0,PO
 03/31/2017,286426,MXT2,490877,SON,87,150,52,0,0.00,0,0,0,7,0,0,0,0,0,0,0,4,0,PO
 03/31/2017,286426,CHF,490860,SON,84,150,50,7,0.00,0,11,0,7,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,MXT2,490876,SON,80,150,49,0,0.00,0,0,0,11,0,0,3,0,0,0,0,6,0,PO
 03/31/2017,286426,MXT2,490875,SON,88,150,54,0,0.00,0,5,0,2,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,CHF,490861,SON,80,150,51,7,0.00,0,11,0,5,0,0,3,0,0,0,0,0,0,PO
 03/31/2017,286426,MXT2,490874,SON,86,150,51,0,0.00,0,0,0,3,0,0,2,0,0,0,0,0,0,PO
 03/31/2017,286426,CHF,490862,SON,87,150,52,7,0.00,5,9,0,0,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,MXT2,490873,SON,86,150,53,0,0.00,0,10,0,1,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,CHT,490864,SON,86,150,47,7,0.00,6,8,0,4,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,MXT2,490872,SON,87,150,47,0,0.00,0,8,0,1,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,MXT2,490878,SON,87,150,48,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,PO
 03/31/2017,286426,CHT,490865,SON,88,150,48,7,0.00,6,0,0,6,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,MMW,490871,SON,94,150,51,0,0.00,0,18,0,0,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,CHT,490866,SON,82,150,50,7,0.00,0,15,0,10,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,RUF,490869,SON,86,150,44,6,0.00,6,12,0,0,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,RUF,490870,SON,86,150,54,6,0.00,6,11,0,1,0,0,0,0,0,0,0,0,0,PO
 03/31/2017,286426,MPF,490867,SON,93,150,51,0,0.00,0,12,0,0,0,0,2,0,0,0,0,0,0,PO
 03/31/2017,286426,MBF12,490868,SON,77,150,50,0,0.00,0,65,0,0,0,0,0,0,0,0,0,0,10,PO
 03/31/2017,285132,GIK,490791,DCP,62,150,55,0,0.00,0,0,0,0,88,5,0,0,0,0,0,0,0,PO
 03/31/2017,285132,GIK,490786,DCP,63,150,50,0,0.00,0,0,0,0,96,3,0,0,0,0,0,0,0,PO
 03/31/2017,285132,GIK,490783,DCP,56,150,50,0,0.00,0,0,0,0,88,9,0,0,0,0,0,0,0,PO
 03/31/2017,49916,TV4,490748,MHS,83,150,48,6,0.00,5,18,0,2,0,0,0,0,0,0,0,0,0,IM
 03/31/2017,49916,TOV,490747,MHS,84,150,48,6,0.00,5,16,0,1,0,0,0,0,0,0,0,0,0,IM
 03/31/2017,49917,SLT2,490753,BCN,88,150,54,7,0.00,6,0,0,0,0,0,1,0,0,0,0,0,0,IM
 03/31/2017,49917,SUG,490750,BCN,77,150,53,0,0.00,0,0,0,0,0,0,0,0,0,0,0,140,0,IM
 03/31/2017,49917,SNO,490774,BCN,80,150,55,0,0.00,0,10,0,0,0,0,0,0,0,0,0,40,0,IM
 03/31/2017,49917,SNO,490769,BCN,81,150,53,0,0.00,0,30,0,0,0,0,0,0,0,0,0,55,0,IM
 03/31/2017,49917,ENG,490775,BCN,67,150,53,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,50,IM
 03/31/2017,49917,ENG,490698,BCN,69,150,54,0,0.00,0,0,0,0,0,1,0,0,0,0,0,150,28,IM
 03/31/2017,49917,ENG,490699,BCN,63,150,54,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,70,IM
 03/31/2017,49917,ENG,490703,BCN,70,150,54,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,30,IM
 03/31/2017,49917,ENG,490751,BCN,64,150,54,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,65,IM
 03/31/2017,49917,CHT,490749,BCN,88,150,54,7,0.00,6,0,0,3,0,0,0,0,0,0,0,6,0,IM
 03/31/2017,49917,SUF,490755,SJD,89,150,54,7,0.00,6,0,0,0,0,0,0,0,0,0,0,6,0,IM
 03/31/2017,49917,SUF,490702,SJD,90,150,47,7,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,IM
 03/31/2017,49917,SUF,490756,SJD,90,150,47,7,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,IM
 03/31/2017,49917,MXT2,490752,BCN,90,150,54,0,0.00,0,0,0,0,0,0,0,0,0,0,0,2,0,IM
 03/31/2017,49917,MXT2,490754,SJD,90,150,53,0,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,IM
 03/31/2017,49917,FAV,490773,BCN,60,150,49,0,0.00,0,85,0,0,0,0,0,0,0,0,0,0,70,IM
 03/31/2017,49917,FAV,490770,BCN,58,150,49,0,0.00,0,87,0,0,0,0,0,0,0,0,0,0,80,IM
 03/31/2017,285132,GIK,490776,DCP,63,150,50,0,0.00,0,0,0,0,96,3,0,0,0,0,0,0,0,PO
 03/31/2017,49922,PAD,490630,SJD,94,150,49,0,0.00,0,18,0,0,0,0,0,0,0,0,0,0,0,IM
 03/31/2017,49922,TMO,490631,SJD,87,150,47,0,0.00,0,0,0,0,0,0,2,0,0,0,0,0,0,IM
 03/31/2017,49922,YPF,490655,SJD,81,150,50,7,0.00,0,0,0,1,0,0,5,0,0,0,0,0,0,IM
 03/31/2017,49922,SWW,490649,SJD,82,150,46,7,0.00,6,0,0,0,0,0,4,0,1,0,0,0,0,IM
 03/31/2017,49922,MXT2,490629,SJD,77,150,50,0,0.00,0,0,0,3,0,0,6,0,0,0,0,10,0,IM
 03/31/2017,49922,SLT2,490627,SJD,80,150,53,8,0.00,5,16,0,3,0,0,2,0,0,0,0,0,0,IM
 03/31/2017,49922,SLT2,490628,SJD,86,150,49,7,0.00,5,0,0,3,0,0,2,0,0,0,0,0,0,IM
 03/31/2017,49922,HXW,490626,SJD,84,150,53,0,0.00,0,11,0,2,0,0,0,0,1,0,0,0,0,IM
 03/31/2017,49922,HXW,490625,SJD,76,150,48,0,0.00,0,0,0,8,0,0,5,0,2,0,0,0,0,IM
 03/31/2017,49922,SUW,490620,SJD,84,150,50,7,0.00,6,0,0,2,0,0,3,0,0,0,0,0,0,IM
 03/31/2017,49922,SUW,490623,SJD,82,150,48,7,0.00,6,0,0,0,0,0,4,0,1,0,0,0,0,IM
 03/31/2017,49922,SUW,490622,SJD,85,150,50,7,0.00,6,0,0,5,0,0,2,0,0,0,0,0,0,IM
 03/31/2017,49922,SUW,490621,SJD,83,150,48,7,0.00,6,0,0,2,0,0,4,0,0,0,0,0,0,IM
 03/31/2017,49922,SUF,490648,SJD,76,150,47,7,0.00,5,15,0,2,0,0,5,0,0,0,0,0,0,IM
 03/31/2017,49922,CHT3,490647,SJD,93,150,55,0,0.00,0,13,0,3,0,0,1,0,0,0,0,0,0,IM
 03/31/2017,49922,CHT,490619,SJD,86,150,48,7,0.00,5,11,0,2,0,0,0,0,0,0,0,0,0,IM
 03/31/2017,49922,CHT,490646,SJD,82,150,47,7,0.00,6,15,0,4,0,0,1,0,0,0,0,0,0,IM
 03/31/2017,49922,CHT,490645,SJD,84,150,47,7,0.00,6,0,0,3,0,0,2,0,1,0,0,0,0,IM
 03/31/2017,49922,CHW,490617,SJD,86,150,53,7,0.00,5,12,0,1,0,0,0,0,0,0,0,0,0,IM
 03/31/2017,49922,CHW,490618,SJD,86,150,48,7,0.00,5,10,0,1,0,0,0,0,0,0,0,0,0,IM
 03/31/2017,49929,SUF,490567,SJD,84,150,53,7,0.00,6,0,0,8,0,0,2,0,0,0,0,0,0,IM
 04/01/2017,49929,SUF,490566,SJD,86,150,54,7,0.00,6,0,0,3,0,0,1,0,1,0,0,0,0,IM
 04/01/2017,49929,SUF,490565,SJD,83,150,50,7,0.00,0,0,0,0,0,0,3,0,1,0,0,0,0,IM
 03/31/2017,49929,SLW,490571,SJD,84,150,52,7,0.00,6,0,0,4,0,0,3,0,0,0,0,0,0,IM
 04/01/2017,49929,SLW,490569,SJD,81,150,50,7,0.00,6,0,0,3,0,0,5,0,0,0,0,0,0,IM
 04/01/2017,49928,ZUX,490540,ZAR,85,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,92,IM
 03/31/2017,49929,SLW,490570,SJD,82,150,53,7,0.00,0,0,0,5,0,0,4,0,0,0,0,0,0,IM
 04/01/2017,49928,ZUX,490580,ZAR,85,150,57,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,92,IM
 04/01/2017,49929,SLW,490568,SJD,85,150,51,7,0.00,6,0,0,0,0,0,2,0,1,0,0,0,0,IM
 04/01/2017,49928,ZUX,490541,ZAR,80,150,57,0,0.00,0,24,0,0,0,0,0,0,0,0,0,0,72,IM
 04/01/2017,49929,MXT2,490573,SJD,78,150,53,0,0.00,0,0,0,0,0,0,7,0,0,0,0,0,0,IM
 04/01/2017,49928,ZUF,490543,ZAR,76,150,57,0,0.00,0,22,0,0,0,0,0,0,0,0,0,0,98,IM
 04/01/2017,49928,ZUF,490581,ZAR,83,150,57,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,102,IM
 03/31/2017,49929,MXT2,490574,SJD,79,150,54,0,0.00,0,0,0,4,0,0,6,0,0,0,0,0,0,IM
 04/01/2017,49929,MXT2,490575,SJD,79,150,54,0,0.00,0,0,0,0,0,0,6,0,0,0,0,4,0,IM
 04/01/2017,49928,ZUF,490542,ZAR,79,150,55,0,0.00,0,40,0,0,0,0,0,0,0,0,0,0,44,IM
 03/31/2017,49929,MXT2,490572,SJD,78,150,53,0,0.00,0,0,0,10,0,0,5,0,0,0,0,0,0,IM
 04/01/2017,49928,ZXW,490545,ZAR,76,150,57,0,0.00,0,23,0,0,0,0,0,0,0,0,0,0,98,IM
 04/01/2017,49928,ZXW,490544,ZAR,83,150,55,0,0.00,0,8,0,0,0,0,0,0,0,0,0,0,87,IM
 04/01/2017,49928,ZXW,490582,ZAR,88,150,57,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,73,IM
 04/01/2017,49928,ZFW,490583,ZAR,92,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,51,IM
 04/01/2017,49928,ZFW,490546,ZAR,80,150,57,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,120,IM
 04/01/2017,49928,ZGX,490584,ZAR,93,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,40,IM
 04/01/2017,49928,ZGX,490548,ZAR,83,150,56,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,105,IM
 04/01/2017,49928,ZGX,490547,ZAR,82,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,110,IM
 04/01/2017,49928,ZGF,490549,ZAR,86,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,85,IM
 04/01/2017,49928,ZGF,490585,ZAR,89,150,54,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,64,IM
 04/01/2017,49928,ZGF,490550,ZAR,80,150,57,0,0.00,0,16,0,0,0,0,0,0,0,0,0,0,87,IM
 04/01/2017,49928,ZGF,490551,ZAR,77,150,55,0,0.00,0,24,0,0,0,0,0,0,0,0,0,0,90,IM
 04/01/2017,49928,ZGM,490552,ZAR,92,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,51,IM
 04/01/2017,49928,ZBX,490586,ZAR,93,150,57,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,44,IM
 04/01/2017,49928,ZBX,490555,ZAR,66,150,55,0,0.00,0,35,0,0,0,0,0,0,0,0,0,0,137,IM
 04/01/2017,49928,ZBX,490587,ZAR,87,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,78,IM
 04/01/2017,49928,ZBX,490554,ZAR,69,150,55,0,0.00,0,27,0,0,0,0,0,0,0,0,0,0,133,IM
 04/01/2017,49928,ZBX,490553,ZAR,71,150,58,0,0.00,0,30,0,0,0,0,0,0,0,0,0,0,114,IM
 04/01/2017,49928,ZBF,490588,ZAR,90,150,57,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,60,IM
 04/01/2017,49928,ZBF,490557,ZAR,74,150,55,0,0.00,0,25,0,0,0,0,0,0,0,0,0,0,103,IM
 04/01/2017,49928,ZBF,490559,ZAR,67,150,55,0,0.00,0,36,0,0,0,0,0,0,0,0,0,0,129,IM
 04/01/2017,49928,ZBF,490556,ZAR,70,150,55,0,0.00,0,23,0,0,0,0,0,0,0,0,0,0,136,IM
 04/01/2017,49928,ZBF,490558,ZAR,72,150,55,0,0.00,0,28,0,0,0,0,0,0,0,0,0,0,114,IM
 04/01/2017,49928,ZBM,490560,ZAR,77,150,55,0,0.00,0,14,0,0,0,0,0,0,0,0,0,0,110,IM
 04/02/2017,286639,MIX,491158,TOR,86,150,49,0,0.00,0,0,0,0,0,0,2,0,0,0,0,0,2,PO
 04/02/2017,286639,MIX,491157,TOR,90,150,47,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,PO
 04/02/2017,286639,MXT2,491148,TOR,86,150,49,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,2,PO
 04/02/2017,286639,HMX,491149,TOR,90,150,53,7,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,PO
 04/02/2017,286639,HMX,491152,TOR,86,150,53,0,0.00,0,0,0,2,0,0,2,0,0,0,0,0,1,PO
 04/02/2017,286639,HMX,491154,TOR,90,150,47,7,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,PO
 04/02/2017,286639,HMX,491150,TOR,90,150,47,7,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,PO
 04/02/2017,286639,HMX,491155,TOR,90,150,50,7,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,PO
 04/02/2017,286639,HMX,491153,TOR,80,150,50,0,0.00,0,0,0,2,0,1,3,0,1,0,0,0,3,PO
 04/02/2017,286639,HMX,491151,TOR,90,150,52,7,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,PO
 04/02/2017,49945,SUG,491108,BCN,75,150,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,0,IM
 04/02/2017,286639,MXT2,491146,TOR,90,150,50,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,PO
 04/02/2017,49945,SUG,490983,BCN,87,150,48,0,0.00,0,0,0,0,0,0,0,0,0,0,0,78,0,IM
 04/02/2017,49945,SNO,491110,BCN,88,150,48,0,0.00,0,7,0,0,0,0,0,0,4,0,0,15,0,IM
 04/02/2017,286639,MXT2,491147,TOR,87,150,50,0,0.00,0,2,0,0,0,0,1,0,0,0,0,0,2,PO
 04/02/2017,49945,ENG,491105,BCN,72,150,47,0,0.00,0,9,0,0,0,0,0,0,0,0,0,150,0,IM
 04/02/2017,49945,ENG,490960,BCN,71,150,51,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,24,IM
 04/02/2017,49945,ENG,491050,BCN,69,150,51,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,38,IM
 04/02/2017,49945,ENG,491052,BCN,75,150,51,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,0,IM
 04/02/2017,286639,MBP12,491161,TOR,98,150,49,0,0.00,0,4,0,0,0,0,0,0,0,0,0,0,3,PO
 04/02/2017,49945,ENG,491093,BCN,100,150,54,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,49945,SNAF,491103,BCN,97,150,50,0,0.00,0,0,0,0,0,0,0,0,0,0,0,18,0,IM
 04/02/2017,49945,SNOF,491102,BCN,99,150,50,0,0.00,0,4,0,0,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,49945,FAV,491107,BCN,98,150,50,0,0.00,0,7,0,0,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,49945,FAV,491100,BCN,59,150,51,0,0.00,0,99,0,0,0,0,0,0,0,0,0,48,0,IM
 04/02/2017,49945,FAV,490959,BCN,56,150,51,0,0.00,0,132,0,0,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,286639,CHT,491144,TOR,86,150,49,7,0.00,5,0,0,2,0,0,2,0,0,0,0,0,0,PO
 04/02/2017,49945,FAV,491048,BCN,72,150,51,0,0.00,0,65,0,0,0,0,0,0,0,0,0,36,0,IM
 04/02/2017,49945,FAV,491098,BCN,68,150,51,0,0.00,0,79,0,0,0,0,0,0,0,0,0,31,0,IM
 04/02/2017,49945,FAV,491099,BCN,75,150,51,0,0.00,0,76,0,0,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,49945,FAV,491101,BCN,90,150,51,0,0.00,0,21,0,0,0,0,0,0,0,0,0,19,0,IM
 04/02/2017,49945,FAV,491106,BCN,100,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,286639,HOB,491156,TOR,80,150,49,0,0.00,0,0,0,0,0,0,3,0,3,0,0,0,0,PO
 04/02/2017,49946,SUP,491096,MHS,89,150,50,6,0.00,5,0,0,2,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,49946,SUP,491092,MHS,89,150,50,8,0.00,5,0,0,2,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,49946,ROP,491097,MHS,90,150,50,6,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,286639,SUP,491145,TOR,89,150,48,7,0.00,0,0,0,4,0,0,0,0,0,0,0,0,0,PO
 04/02/2017,286639,YPR,491159,TOR,90,150,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,PO
 04/02/2017,286639,RPR,491160,TOR,78,150,48,0,0.00,0,0,0,2,0,1,6,0,0,0,0,0,0,PO
 04/02/2017,49945,EN2,491104,BCN,70,150,47,0,0.00,0,16,0,0,0,0,0,0,0,0,0,150,0,IM
 04/02/2017,49948,SER,490943,SJD,92,150,53,0,0.00,0,0,0,3,0,0,4,0,0,0,0,0,0,IM
 04/02/2017,49948,JAL,490941,SJD,95,150,59,0,0.00,0,7,0,2,0,0,0,0,0,0,0,0,13,IM
 04/02/2017,49948,JAL,490942,SJD,93,150,57,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,43,IM
 04/02/2017,49948,PAD,490939,SJD,85,150,53,0,0.00,0,27,0,0,0,0,0,0,0,35,0,0,0,IM
 04/02/2017,49948,SHF,490940,SJD,82,150,53,0,0.00,0,33,0,0,0,0,4,0,0,0,0,0,0,IM
 04/02/2017,49948,SHF,490940,SJD,82,150,53,0,0.00,0,33,0,0,0,0,4,0,0,0,0,0,0,IM
 04/02/2017,49948,PAF,490937,SJD,93,150,52,0,0.00,0,6,0,4,0,0,2,0,0,0,0,0,0,IM
 04/02/2017,49948,PAF,490938,SJD,97,150,53,0,0.00,0,7,0,3,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,49948,MBP12,490936,SJD,96,150,55,0,0.00,0,3,0,0,0,0,0,0,0,0,0,0,18,IM
 04/02/2017,49948,MBP12,490935,SJD,98,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,14,IM
 04/02/2017,49948,TOB,490934,SJD,94,150,59,0,0.00,0,0,0,4,0,0,3,0,0,0,0,0,0,IM
 04/02/2017,49948,CBO,490933,SJD,90,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,49948,YPW,490932,SJD,85,150,53,7,0.00,0,0,0,0,0,0,3,0,0,0,0,0,0,IM
 04/02/2017,49948,YPF,490931,SJD,91,150,55,7,0.00,0,0,0,1,0,0,5,0,0,0,0,0,0,IM
 04/02/2017,49948,YPF,490931,SJD,91,150,55,7,0.00,0,0,0,1,0,0,5,0,0,0,0,0,0,IM
 04/02/2017,49948,SWF,490930,SJD,99,150,60,0,0.00,0,0,0,4,0,0,0,0,0,0,0,0,0,IM
 04/02/2017,49948,SLT2,490925,SJD,79,150,54,7,0.00,5,0,0,3,0,0,6,0,0,0,0,0,0,IM
