TSDone,DocNum,ItemCode,BatchNum,Project,QCScore,Itemcount,Temperature,Brix,PoundsPressure,Color,Discoloration,InsectPresenceFrass,Softness,Bruising,Decay,DehydrationShrivel,AbnormalSoftness,UnhealedCutsSplits,Undersized,Oversized,InsectDamage,Scarring,DocType
 01/02/2017,278125,PBM,475722,DCN,66,150,46,0,0.00,0,6,0,26,0,7,0,0,0,0,0,0,8,PO
 01/02/2017,278125,PBM,475723,DCN,68,150,46,0,0.00,0,6,0,20,0,6,0,0,1,0,0,0,9,PO
 01/02/2017,278263,GBB,475757,DCN,76,150,38,0,0.00,0,19,0,0,0,0,2,0,2,0,0,0,7,PO
 01/02/2017,278263,GBEB,475758,DCN,91,150,40,0,0.00,0,12,0,0,0,0,0,0,3,0,0,0,0,PO
 01/02/2017,48366,SUB,475336,SJD,71,150,46,8,0.00,5,0,0,33,0,1,4,0,0,0,0,0,0,IM
 01/02/2017,48366,SUB,475335,SJD,69,150,46,8,0.00,5,0,0,33,0,0,5,0,0,0,0,11,0,IM
 01/02/2017,48366,CHF,475365,SJD,85,150,45,7,0.00,5,0,0,12,0,0,0,0,0,0,0,8,0,IM
 01/02/2017,48366,CHF,475052,SJD,81,150,45,7,0.00,5,0,0,21,0,0,0,0,0,0,0,12,0,IM
 01/02/2017,48366,CHF,474867,SJD,78,150,45,6,0.00,5,0,0,19,0,0,0,0,2,0,0,16,0,IM
 01/02/2017,48366,CHF,475337,SJD,84,150,45,7,0.00,5,0,0,12,0,0,0,0,0,0,0,10,0,IM
 01/02/2017,48366,CHW,475362,SJD,86,150,46,7,0.00,5,0,0,12,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48366,HXF,475353,SJD,72,150,46,0,0.00,0,0,0,16,0,0,7,0,0,0,0,0,8,IM
 01/02/2017,48366,CHT,475338,SJD,82,150,45,6,0.00,5,0,0,17,0,0,0,0,0,0,0,13,0,IM
 01/02/2017,48366,HXW,475364,SJD,81,150,46,0,0.00,0,0,0,16,0,0,0,0,1,0,0,11,0,IM
 01/02/2017,48366,HXW,475364,SJD,81,150,46,0,0.00,0,0,0,16,0,0,0,0,1,0,0,11,0,IM
 01/02/2017,48366,MXW,475356,SJD,77,150,46,0,0.00,0,0,0,11,0,0,5,0,0,0,0,0,4,IM
 01/02/2017,48366,CHT,475339,SJD,76,150,45,7,0.00,6,0,0,24,0,0,2,0,1,0,0,9,0,IM
 01/02/2017,48366,SWF,475366,SJD,75,150,47,6,0.00,5,0,0,9,0,0,6,0,0,0,0,12,0,IM
 01/02/2017,48366,CHT,475340,SJD,84,150,45,7,0.00,6,0,0,18,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48366,SLW,475354,SJD,73,150,46,8,0.00,5,21,0,27,0,0,0,0,0,0,0,0,8,IM
 01/02/2017,48366,SLW,475355,SJD,73,150,46,8,0.00,6,16,0,29,0,1,0,0,0,0,0,0,0,IM
 01/02/2017,48366,SUP,475363,SJD,82,150,46,7,0.00,5,0,0,18,0,0,0,0,0,0,0,14,0,IM
 01/02/2017,48366,HXF,475351,SJD,74,150,46,0,0.00,0,0,0,18,0,0,6,0,0,0,0,0,0,IM
 01/02/2017,48366,SUP,475342,SJD,72,150,46,8,0.00,6,0,0,28,0,1,4,0,0,0,0,0,0,IM
 01/02/2017,48366,HXF,475352,SJD,81,150,46,0,0.00,0,0,0,18,0,0,0,0,1,0,0,9,0,IM
 01/02/2017,48366,SUP,475343,SJD,75,150,46,7,0.00,5,0,0,33,0,0,0,0,0,0,0,10,12,IM
 01/02/2017,48366,SUW,475348,SJD,79,150,46,7,0.00,5,0,0,19,0,0,2,0,0,0,0,11,0,IM
 01/02/2017,48366,SUP,475341,SJD,79,150,46,7,0.00,5,0,0,26,0,0,0,0,0,0,0,11,6,IM
 01/02/2017,48366,SUW,475350,SJD,78,150,46,7,0.00,6,0,0,22,0,0,3,0,0,0,0,0,0,IM
 01/02/2017,48366,SUF,475345,SJD,66,150,46,8,0.00,6,0,0,27,0,1,5,0,3,0,0,0,0,IM
 01/02/2017,48366,SUW,475349,SJD,83,150,46,8,0.00,6,0,0,20,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48366,SUF,475344,SJD,63,150,46,6,0.00,6,0,0,36,0,0,7,0,2,0,0,0,0,IM
 01/02/2017,48366,SUF,475346,SJD,72,150,46,7,0.00,6,0,0,25,0,0,5,0,0,0,0,0,7,IM
 01/02/2017,48366,SUF,475347,SJD,74,150,46,7,0.00,0,0,0,29,0,0,4,0,0,0,0,0,0,IM
 01/02/2017,48368,SHF,475612,AVA,96,150,49,0,0.00,0,7,0,0,0,0,0,0,0,0,0,0,9,IM
 01/02/2017,48368,SUF,475664,AVA,84,150,49,7,0.00,0,0,0,11,0,0,0,0,0,0,0,10,6,IM
 01/02/2017,48368,SUF,475665,AVA,78,150,49,7,0.00,6,0,0,11,0,1,4,0,0,0,0,0,0,IM
 01/02/2017,48368,SLT2,475603,ZAR,77,150,51,7,0.00,6,0,0,24,0,0,0,0,3,0,0,0,0,IM
 01/02/2017,48368,SLT2,475666,ZAR,82,150,51,7,0.00,6,0,0,24,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48368,SLT3,475667,ZAR,83,150,51,8,0.00,6,0,0,18,0,0,0,0,0,0,0,0,9,IM
 01/02/2017,48368,SLT3,475604,ZAR,80,150,51,7,0.00,6,0,0,15,0,0,3,0,0,0,0,0,0,IM
 01/02/2017,48368,MXT2,475669,ZAR,100,150,55,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48368,MXT2,475607,ZAR,35,150,50,0,0.00,0,0,0,24,0,16,0,0,12,0,0,0,0,IM
 01/02/2017,48368,MXT2,475605,ZAR,57,150,50,0,0.00,0,0,0,18,0,12,0,0,4,0,0,0,0,IM
 01/02/2017,48368,MXT2,475606,ZAR,37,150,50,0,0.00,0,0,0,24,0,14,2,0,11,0,0,0,0,IM
 01/02/2017,48368,MXT2,475668,ZAR,81,150,50,0,0.00,0,11,0,17,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48368,MXT2,475670,ZAR,84,150,50,0,0.00,0,0,0,14,0,0,0,0,0,0,0,11,0,IM
 01/02/2017,48368,MXT2,475671,ZAR,92,150,55,0,0.00,0,0,0,18,0,0,0,0,1,0,0,0,0,IM
 01/02/2017,48368,SUF,475595,ZAR,86,150,49,7,0.00,5,0,0,11,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48368,SUF,475592,ZAR,84,150,49,7,0.00,6,0,0,14,0,0,0,0,0,0,0,10,0,IM
 01/02/2017,48368,SUF,475593,ZAR,80,150,49,6,0.00,6,0,0,17,0,1,0,0,0,0,0,13,0,IM
 01/02/2017,48368,SUF,475591,ZAR,80,150,49,7,0.00,6,0,0,14,0,0,0,0,3,0,0,0,0,IM
 01/02/2017,48368,SUF,475590,ZAR,86,150,49,8,0.00,5,0,0,11,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48368,SUF,475596,ZAR,80,150,49,6,0.00,5,16,0,9,0,0,0,0,0,0,0,0,12,IM
 01/02/2017,48368,SUP,475589,ZAR,86,150,49,7,0.00,5,0,0,8,0,0,0,0,0,0,0,0,9,IM
 01/02/2017,48368,SUP,475588,ZAR,80,150,49,7,0.00,6,0,0,11,0,0,3,0,0,0,0,0,7,IM
 01/02/2017,48368,SUF,475598,ZAR,76,150,49,7,0.00,0,0,0,18,0,0,4,0,0,0,0,0,6,IM
 01/02/2017,48368,SUF,475597,ZAR,83,150,49,8,0.00,6,0,0,16,0,0,0,0,0,0,0,10,0,IM
 01/02/2017,48368,SUF,475600,ZAR,79,150,49,7,0.00,6,0,0,12,0,1,3,0,0,0,0,0,0,IM
 01/02/2017,48368,SUF,475601,ZAR,82,150,49,7,0.00,6,0,0,18,0,0,0,0,0,0,0,10,0,IM
 01/02/2017,48368,MIX,475674,ZAR,90,150,56,0,0.00,0,0,0,9,0,0,4,0,0,0,0,0,0,IM
 01/02/2017,48368,YPF,475673,ZAR,95,150,55,7,0.00,0,0,0,9,0,0,0,0,0,0,0,0,12,IM
 01/02/2017,48368,SUF,475594,ZAR,86,150,49,7,0.00,6,0,0,12,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48368,HOF,475602,ZAR,41,150,53,7,0.00,0,0,0,11,0,18,0,0,9,0,0,0,0,IM
 01/02/2017,48368,RPF,475609,ZAR,44,150,50,7,0.00,6,0,0,9,0,14,0,0,12,0,0,0,0,IM
 01/02/2017,48368,YPF,475672,ZAR,84,150,49,7,0.00,0,0,0,11,0,0,0,0,0,0,0,0,13,IM
 01/02/2017,48368,SHF,475613,ZAR,96,150,49,0,0.00,0,12,0,0,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48368,MPF,475610,AVA,90,150,49,0,0.00,0,9,0,0,0,0,3,0,0,0,0,0,11,IM
 01/02/2017,48368,RPF,475608,ZAR,35,150,49,6,0.00,0,0,0,14,0,19,0,0,11,0,0,0,0,IM
 01/02/2017,48368,SUF,475599,ZAR,87,150,49,7,0.00,5,0,0,10,0,0,0,0,0,0,0,0,0,IM
 01/02/2017,48368,MIX,475675,ZAR,92,150,56,0,0.00,0,0,0,9,0,0,0,0,3,0,0,0,0,IM
 01/02/2017,48368,PAF,475676,ZAR,94,150,49,0,0.00,0,13,0,0,0,0,0,0,0,0,0,0,10,IM
 01/02/2017,48368,SHF,475677,ZAR,96,150,49,0,0.00,0,7,0,0,0,0,0,0,0,0,0,0,8,IM
 01/02/2017,48368,PAF,475611,ZAR,99,150,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,6,IM
 01/02/2017,48368,MXT2,475669,ZAR,79,150,50,0,0.00,0,0,0,12,0,0,0,0,2,0,0,9,13,IM
 01/03/2017,277732,TOF,475959,SON,85,150,50,0,0.00,5,10,0,0,0,0,0,0,0,5,0,0,3,PO
 01/03/2017,277732,RMF,475960,SON,80,150,46,0,0.00,5,17,0,8,0,0,0,0,0,0,0,0,11,PO
 01/03/2017,277732,JAL,475952,SON,99,150,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,7,PO
 01/03/2017,277732,SUG,475965,SON,86,150,53,0,0.00,5,0,0,0,0,0,0,0,0,0,0,85,0,PO
 01/03/2017,277732,CHT,475938,SON,82,150,53,0,0.00,4,0,0,9,0,0,3,0,0,0,0,0,0,PO
 01/03/2017,277732,RUF,475958,SON,88,150,50,6,0.00,5,5,0,0,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,SUF,475941,SON,86,150,52,0,0.00,5,0,0,12,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,SER,475953,SON,92,150,47,0,0.00,0,24,0,0,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,HEF,475932,SON,80,150,50,0,0.00,0,0,0,15,0,0,2,0,0,0,0,0,11,PO
 01/03/2017,277732,HXF,475963,SON,79,150,50,0,0.00,0,0,0,8,0,0,5,0,0,0,0,0,0,PO
 01/03/2017,277732,SLT2,475955,SON,77,150,52,0,0.00,0,0,0,9,0,0,0,0,6,0,0,0,0,PO
 01/03/2017,277732,HXF,475962,SON,85,150,53,0,0.00,0,0,0,5,0,0,0,0,2,0,0,0,0,PO
 01/03/2017,277732,MXT2,475954,SON,66,150,50,0,0.00,0,0,0,8,0,0,13,0,0,0,0,0,0,PO
 01/03/2017,277732,MBF12,475947,SON,100,150,45,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,COF,475933,SON,90,150,53,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,HXF,475961,SON,90,150,53,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,MXF,475943,SON,84,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,CHF,475935,SON,82,150,53,0,0.00,0,0,0,8,0,0,3,0,0,0,0,0,0,PO
 01/03/2017,277732,CHF,475936,SON,76,150,50,0,0.00,0,0,0,16,0,0,0,0,5,0,0,0,0,PO
 01/03/2017,277732,COF,475934,SON,82,150,48,0,0.00,0,10,0,0,0,0,0,0,0,27,0,0,0,PO
 01/03/2017,277732,CHT,475937,SON,87,150,50,6,0.00,5,0,0,0,0,0,0,0,0,0,0,16,0,PO
 01/03/2017,277732,SUF,475939,SON,52,150,49,0,0.00,0,0,0,0,0,7,3,0,13,0,0,0,0,PO
 01/03/2017,277732,MXF,475944,SON,88,150,48,0,0.00,0,0,0,0,0,0,0,0,0,0,0,7,4,PO
 01/03/2017,277732,SUF,475940,SON,70,150,49,6,0.00,5,0,0,0,0,5,0,0,6,0,0,0,9,PO
 01/03/2017,277732,MXF,475942,SON,84,150,47,0,0.00,0,0,0,0,0,0,3,0,0,0,0,9,0,PO
 01/03/2017,277732,ANA,475945,SON,98,150,45,0,0.00,0,5,0,0,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,ANA,475946,SON,99,150,45,0,0.00,0,4,0,0,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,MBF12,475948,SON,99,150,51,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,7,PO
 01/03/2017,277732,JAL,475950,SON,95,150,48,0,0.00,0,5,0,0,0,0,0,0,0,0,0,0,21,PO
 01/03/2017,277732,JAL,475949,SON,99,150,48,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,7,PO
 01/03/2017,277732,RUF,475957,SON,87,150,46,6,0.00,5,0,0,9,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,JAL,475951,SON,98,150,48,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,12,PO
 01/03/2017,277732,SLT3,475964,SON,85,150,49,6,0.00,0,15,0,0,0,0,0,0,0,0,0,0,0,PO
 01/03/2017,277732,SLT2,475956,SON,79,150,47,6,0.00,5,23,0,0,0,0,0,0,0,18,0,0,0,PO
 01/03/2017,48380,CHF,475640,SJD,83,150,47,6,0.00,5,0,0,17,0,0,0,0,0,0,0,0,7,IM
 01/03/2017,48380,CHF,475639,SJD,80,150,47,6,0.00,6,0,0,21,0,0,0,0,0,0,0,14,7,IM
 01/03/2017,48380,CHT,475641,SJD,85,150,47,6,0.00,6,0,0,11,0,0,0,0,0,0,0,0,7,IM
 01/03/2017,48380,SUP,475643,SJD,82,150,48,6,0.00,6,0,0,22,0,0,0,0,0,0,0,0,7,IM
 01/03/2017,48380,SUP,475644,SJD,81,150,48,6,0.00,6,0,0,24,0,0,0,0,0,0,0,0,6,IM
 01/03/2017,48380,SUP,475645,SJD,81,150,48,7,0.00,6,0,0,25,0,0,0,0,0,0,0,0,5,IM
 01/03/2017,48380,SUP,475646,SJD,83,150,48,7,0.00,6,0,0,18,0,0,0,0,0,0,0,9,0,IM
 01/03/2017,48380,SUP,475647,SJD,81,150,48,6,0.00,5,0,0,18,0,0,0,0,0,0,0,12,4,IM
 01/03/2017,48380,MXT2,475660,SJD,74,150,48,0,0.00,0,0,0,24,0,0,5,0,0,0,0,0,0,IM
 01/03/2017,48380,SUP,475642,SJD,82,150,48,7,0.00,6,0,0,21,0,0,0,0,0,0,0,0,7,IM
 01/03/2017,48380,SUF,475650,SJD,83,150,48,6,0.00,6,0,0,17,0,0,0,0,0,0,0,0,10,IM
 01/03/2017,48380,MXT2,475663,SJD,68,150,48,0,0.00,0,0,0,27,0,1,7,0,0,0,0,0,0,IM
 01/03/2017,48380,SUF,475651,SJD,71,150,48,6,0.00,6,0,0,16,0,2,5,0,0,0,0,9,6,IM
 01/03/2017,48380,MXT2,475662,SJD,73,150,48,0,0.00,0,0,0,21,0,0,3,0,2,0,0,13,0,IM
 01/03/2017,48380,SUP,475648,SJD,82,150,48,7,0.00,6,0,0,24,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48380,MXT2,475661,SJD,72,150,48,0,0.00,0,0,0,27,0,0,4,0,0,0,0,11,0,IM
 01/03/2017,48380,SLT2,475658,SJD,76,150,47,6,0.00,6,0,0,28,0,0,0,0,0,0,0,16,9,IM
 01/03/2017,48380,SUF,475652,SJD,77,150,48,48,0.00,5,0,0,14,0,0,4,0,0,0,0,0,9,IM
 01/03/2017,48380,SLT2,475659,SJD,81,150,47,7,0.00,6,0,0,19,0,0,0,0,0,0,0,14,0,IM
 01/03/2017,48380,SUF,475649,SJD,80,150,48,7,0.00,6,0,0,24,0,0,0,0,0,0,0,10,0,IM
 01/03/2017,48380,HXF,475655,SJD,68,150,47,0,0.00,0,0,0,20,0,0,8,0,0,0,0,6,6,IM
 01/03/2017,48380,SUW,475653,SJD,75,150,48,8,0.00,5,0,0,18,0,0,3,0,0,0,0,11,12,IM
 01/03/2017,48380,HXF,475657,SJD,77,150,47,0,0.00,0,0,0,9,0,0,6,0,0,0,0,0,0,IM
 01/03/2017,48380,GOO,475654,SJD,86,150,46,6,0.00,5,0,0,11,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48380,HXF,475656,SJD,77,150,47,0,0.00,0,0,0,12,0,0,5,0,0,0,0,0,6,IM
 01/03/2017,48382,JAL,475565,SJD,95,150,47,0,0.00,0,12,0,0,0,0,0,0,0,0,0,0,9,IM
 01/03/2017,48382,CHF,475543,SJD,81,150,49,6,0.00,5,0,0,22,0,0,0,0,0,0,0,0,8,IM
 01/03/2017,48382,CHF,475544,SJD,82,150,49,6,0.00,5,0,0,19,0,0,0,0,0,0,0,0,8,IM
 01/03/2017,48382,CHF,475542,SJD,75,150,49,6,0.00,6,0,0,45,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48382,CHT,475546,SJD,71,150,46,7,0.00,6,0,0,43,0,0,1,0,0,0,0,0,16,IM
 01/03/2017,48382,CHT,475547,SJD,65,150,48,7,0.00,6,0,0,50,0,0,3,0,0,0,0,0,20,IM
 01/03/2017,48382,CHT,475545,SJD,83,150,48,6,0.00,5,0,0,18,0,0,0,0,0,0,0,0,8,IM
 01/03/2017,48382,SUW,475549,SJD,67,150,48,7,0.00,6,0,0,70,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48382,SUW,475550,SJD,75,150,50,7,0.00,6,0,0,46,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48382,SUW,475548,SJD,74,150,48,6,0.00,6,0,0,30,0,0,2,0,0,0,0,0,15,IM
 01/03/2017,48382,GOO,475552,SJD,70,150,48,7,0.00,6,0,0,51,0,0,2,0,0,0,0,0,0,IM
 01/03/2017,48382,GOO,475553,SJD,79,150,49,7,0.00,6,0,0,22,0,0,1,0,0,0,0,10,0,IM
 01/03/2017,48382,GOO,475554,SJD,60,150,50,6,0.00,6,10,0,74,0,0,0,0,1,0,0,0,0,IM
 01/03/2017,48382,GOO,475551,SJD,80,150,48,7,0.00,6,0,0,27,0,0,0,0,0,0,0,0,6,IM
 01/03/2017,48382,HXF,475556,SJD,73,150,48,0,0.00,0,0,0,35,0,0,3,0,0,0,0,0,0,IM
 01/03/2017,48382,HXF,475555,SJD,70,150,50,0,0.00,0,0,0,30,0,0,6,0,0,0,0,0,0,IM
 01/03/2017,48382,SLT2,475558,SJD,67,150,49,6,0.00,6,10,0,50,0,0,0,0,0,0,0,0,20,IM
 01/03/2017,48382,SLT2,475559,SJD,73,150,49,6,0.00,5,20,0,30,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48382,YPF,475560,SJD,76,150,48,7,0.00,0,0,0,7,0,0,6,0,0,0,0,11,0,IM
 01/03/2017,48382,SLT2,475557,SJD,62,150,49,6,0.00,6,20,0,65,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48382,EF18,475562,SJD,79,150,47,0,0.00,0,4,0,9,0,0,2,0,0,0,0,0,18,IM
 01/03/2017,48382,MXW,475561,SJD,73,150,49,0,0.00,0,0,0,25,0,0,3,0,0,0,0,20,0,IM
 01/03/2017,48382,PAF,475564,SJD,96,150,47,0,0.00,0,11,0,0,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48382,EF24,475563,SJD,86,150,49,0,0.00,0,0,0,12,0,0,0,0,0,0,0,0,3,IM
 01/03/2017,278259,MMB,476085,DCN,75,150,44,0,0.00,0,30,0,0,0,0,9,0,0,0,0,0,0,PO
 01/03/2017,48386,SUF,475887,TEP,84,150,49,8,0.00,5,0,0,14,0,0,0,0,0,0,0,9,0,IM
 01/03/2017,48386,SUF,475892,TEP,84,150,49,8,0.00,5,0,0,12,0,0,0,0,0,0,0,10,0,IM
 01/03/2017,48386,CHT,475896,BCN,80,150,50,6,0.00,4,12,0,14,0,0,0,0,0,0,0,9,2,IM
 01/03/2017,48386,MXT2,475816,BCN,84,150,54,0,0.00,0,0,0,16,0,0,0,0,0,0,0,7,0,IM
 01/03/2017,48386,MXT2,475794,TEP,82,150,54,0,0.00,0,0,0,18,0,0,0,0,1,0,0,0,0,IM
 01/03/2017,48386,SNO,475753,BCN,83,150,51,0,0.00,0,0,0,0,0,0,0,0,0,0,0,71,32,IM
 01/03/2017,48386,ZGF,475872,TEP,98,150,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,12,IM
 01/03/2017,48386,SNO,475741,BCN,84,150,51,0,0.00,0,0,0,0,0,0,0,0,0,0,0,69,26,IM
 01/03/2017,48386,ZFW,475862,BCN,96,150,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,27,IM
 01/03/2017,48386,HXF,475755,BCN,86,150,52,0,0.00,0,0,0,8,0,0,0,0,0,0,0,10,0,IM
 01/03/2017,48386,SLT3,475904,TEP,85,150,47,8,0.00,5,0,0,11,0,0,0,0,0,0,0,9,0,IM
 01/03/2017,48386,CHF,475819,BCN,84,150,51,7,0.00,6,0,0,7,0,0,0,0,0,0,0,15,5,IM
 01/03/2017,48386,MXF,475756,BCN,87,150,54,0,0.00,0,0,0,9,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48386,MXT3,475754,BCN,79,150,50,0,0.00,0,0,0,30,0,0,0,0,0,0,0,0,6,IM
 01/03/2017,48386,SUB,475797,TEP,94,150,55,7,0.00,5,0,0,18,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48386,MBF12,475891,BCN,93,150,48,0,0.00,0,18,0,0,0,0,0,0,0,0,0,0,9,IM
 01/03/2017,48386,CHT3,475895,BCN,83,150,50,7,0.00,5,10,0,8,0,0,0,0,0,0,0,0,5,IM
 01/03/2017,48386,ZGM,475867,BCN,97,150,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,21,IM
 01/03/2017,48386,HXF,475740,BCN,87,150,52,0,0.00,0,0,0,10,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48386,ZGX,475873,TEP,93,150,49,0,0.00,0,10,0,0,0,0,0,0,0,0,0,0,21,IM
 01/03/2017,48386,SBC,475863,BCN,75,150,49,7,0.00,6,0,0,30,0,0,3,0,0,0,0,0,0,IM
 01/03/2017,48386,MXF,475820,BCN,87,150,53,0,0.00,0,0,0,10,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48386,ZGX,475868,BCN,96,150,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,22,IM
 01/03/2017,48386,CHF,475900,BCN,87,150,53,7,0.00,6,0,0,8,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48386,CHT,475913,BCN,86,150,50,7,0.00,6,0,0,10,0,0,0,0,0,0,0,0,6,IM
 01/03/2017,48386,SBC,475815,BCN,84,150,52,8,0.00,5,0,0,13,0,0,0,0,0,0,0,0,8,IM
 01/03/2017,48386,MXT3,475742,BCN,83,150,51,0,0.00,0,0,0,10,0,0,2,0,0,0,0,0,0,IM
 01/03/2017,48386,SUB,475800,BCN,92,150,55,7,0.00,5,0,0,17,0,0,0,0,0,0,0,13,0,IM
 01/03/2017,48386,MXT3,475743,TEP,86,150,51,0,0.00,0,0,0,11,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48386,SBC,475795,TEP,84,150,52,8,0.00,5,0,0,19,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48386,ZBM,475911,BCN,98,50,50,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,5,IM
 01/03/2017,48386,SUF,475901,TEP,85,150,49,7,0.00,5,0,0,12,0,0,0,0,0,0,0,0,8,IM
 01/03/2017,48386,ZBF,475912,BCN,97,150,49,0,0.00,0,0,0,2,0,0,0,0,0,0,0,0,15,IM
 01/03/2017,48386,CHF,475915,BCN,87,150,50,6,0.00,4,0,0,5,0,0,0,0,0,0,0,0,7,IM
 01/03/2017,48386,ZGM,475870,TEP,98,150,50,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,10,IM
 01/03/2017,48386,HOF,475909,TEP,90,150,49,8,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48386,MBF12,475888,TEP,95,150,48,0,0.00,0,12,0,0,0,0,0,0,0,0,0,0,8,IM
 01/03/2017,48386,SWF,475817,BCN,87,150,49,0,0.00,0,0,0,8,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48386,SHF,475864,BCN,95,150,48,0,0.00,0,11,0,0,0,0,0,0,0,0,0,0,9,IM
 01/03/2017,48386,HXW,475818,BCN,87,150,50,0,0.00,0,0,0,10,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48386,ZGF,475869,BCN,97,150,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,16,IM
 01/03/2017,48386,POB,475865,BCN,95,150,48,0,0.00,0,8,0,0,0,0,0,0,0,0,0,0,12,IM
 01/03/2017,48386,JAB,475890,BCN,83,150,48,0,0.00,0,39,0,0,0,0,0,0,0,0,0,0,27,IM
 01/03/2017,48386,ZBF,475907,TEP,95,100,50,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,19,IM
 01/03/2017,48386,SUG,475885,BCN,75,150,43,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,0,IM
 01/03/2017,48386,ENG,475889,BCN,75,150,46,0,0.00,0,0,0,0,0,0,0,0,0,0,0,150,0,IM
 01/03/2017,48386,ZBM,475908,TEP,95,50,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,11,IM
 01/03/2017,48386,ZGF,475871,TEP,97,150,50,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,20,IM
 01/03/2017,48386,SNO,475886,BCN,91,150,51,0,0.00,0,0,0,0,0,0,0,0,0,0,0,57,0,IM
 01/03/2017,48386,ZBX,475910,BCN,92,50,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,17,IM
 01/03/2017,48386,ZXW,475866,BCN,97,150,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,18,IM
 01/03/2017,48386,ZBX,475906,TEP,93,50,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,15,IM
 01/03/2017,48386,SUF,475914,BCN,84,150,49,8,0.00,5,0,0,19,0,0,0,0,0,0,0,0,0,IM
 01/03/2017,48387,MXT2,475793,MUR,77,100,49,0,0.00,0,0,0,18,0,0,0,0,0,0,0,10,7,IM
 01/04/2017,278394,CHEB,476134,DCN,78,150,48,6,0.00,5,0,0,0,0,1,2,0,4,0,0,0,0,PO
 01/04/2017,278510,GBN,476144,DCN,89,150,48,0,0.00,0,4,0,0,0,0,3,0,0,0,0,0,26,PO
 01/04/2017,48410,SUP,476057,TEP,93,150,56,7,0.00,6,0,0,20,0,0,0,0,0,0,0,0,0,IM
 01/04/2017,48410,SLT3,475905,TEP,83,150,53,7,0.00,6,0,0,10,0,0,2,0,0,0,0,0,0,IM
 01/04/2017,48410,SLT3,475902,TEP,82,150,52,7,0.00,6,0,0,10,0,0,2,0,0,0,0,0,6,IM
 01/04/2017,48410,SUP,476050,TEP,87,150,52,7,0.00,6,0,0,10,0,0,0,0,0,0,0,0,0,IM
