Crop Category,DateRecv,Entered,ID,EnteredBy,DocNum,CardCode,Ship to,Batch #,ItemCode,Description,ItmsGrpNam,WhsCode,Project,Quantity,Affected,Percent,$ Amt,PulpTemp,TruckTemp,Issue1,Issue2,Issue3,Notes,Status,Complaint Category 1,Complaint Category 2,Complaint Category 3,PRODUCTION ZONE,ZONE PACK,PACK ZONE,ZONE SHIP,ZONE AGING,RECEIVED @ WAREHOUSE,AGE @ JF RECEIVING,JF FACILITY (LAW/SSF),SHIP TO CUST,TOTAL AGING,DAYS TO COMPLAINT,AGE @ TIME OF COMPLAINT,PO #,INCOMING QUAL SCORE,RECEIVING TEMP,Color,QUALITY DEFECT,,CONDICTIONAL DEFECT 1,,CONDITIONAL DEFECT 2,,SERIOUS CONDITIONAL  DEFECT 1,,SERIOUS CONDITIONAL  DEFECT 2,,QC REP
TOMATO,9/18/17,09/21/2017,2998,63,554506,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",515321,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,80,16,20.00%,328.00,,,Mold,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,9-Sep-2017,BCNVEN,9-Sep-2017,1 ,10-Sep-2017,2 ,LA1,14-Sep-2017,6 ,5 ,11 ,53001 ,88,58,N/A,SCARRING,4%,DISCOLORATION,8%,N/A,0%,DEHYDRATION/SHRIVEL,2.67%,N/A,0%,NG
TOMATO,9/18/17,09/21/2017,2998,63,554506,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",515339,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,80,4,5.00%,82.00,,,Mold,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,9-Sep-2017,BCNVEN,9-Sep-2017,1 ,10-Sep-2017,2 ,LA1,14-Sep-2017,6 ,5 ,11 ,53001 ,93,59,5,SCARRING,2%,DISCOLORATION,10.67%,SOFTNESS,2%,N/A,0%,N/A,0%,NG
TOMATO,9/20/17,09/21/2017,2999,63,554540,KRG,"1500 Eastridge Ave_x000D__x000D_Riverside, CA  92507",515964,TOV,TOMATO ON THE VINE 11LB,TOV,LA1,DCN,120,120,100.00%,"1,926.00",50,,Decay,Shrivel (Fruit),,,Rejected,SERIOUS CONDITIONAL,CONDITIONAL,,GREPR,N/A,EXTERNAL VENDOR,N/A,N/A,15-Sep-2017,N/A,LA1,19-Sep-2017,5 ,2 ,7 ,305005 ,81,47,5,INSECT DAMAGE,1.33%,DISCOLORATION,4.67%,SOFTNESS,6%,DEHYDRATION/SHRIVEL,0.67%,N/A,0%,NG
TOMATO,9/22/17,09/22/2017,3000,63,554161,VEG,"2101 JERROLD AVE._x000D_SUITE 110_x000D_SAN FRANCISCO, CA  94124",515938,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,SF1,BCN,15,4,26.67%,82.00,,,Mold,Other,,juicy,Protected,SERIOUS CONDITIONAL,,,BCN,14-Sep-2017,BCNVEN,14-Sep-2017,1 ,15-Sep-2017,2 ,LA1,21-Sep-2017,8 ,2 ,10 ,53104 ,97,56,5,SCARRING,3.33%,DISCOLORATION,4%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,9/22/17,09/22/2017,3000,63,554161,VEG,"2101 JERROLD AVE._x000D_SUITE 110_x000D_SAN FRANCISCO, CA  94124",516064,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,SF1,BCN,15,11,73.33%,225.50,,,Mold,Other,,juicy,Protected,SERIOUS CONDITIONAL,,,BCN,15-Sep-2017,BCNVEN,15-Sep-2017,1 ,17-Sep-2017,3 ,LA1,21-Sep-2017,7 ,2 ,9 ,53130 ,91,65,N/A,SCARRING,5.33%,DISCOLORATION,14.67%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,9/22/17,09/22/2017,3001,63,554087,OGC,"1800-B PRAIRIE ROAD_x000D__x000D_EUGENE, OR  97402",515938,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,BCN,10,10,100.00%,185.00,,,Mold,,,,Protected,SERIOUS CONDITIONAL,,,BCN,14-Sep-2017,BCNVEN,14-Sep-2017,1 ,15-Sep-2017,2 ,LA1,18-Sep-2017,5 ,5 ,10 ,53104 ,97,56,5,SCARRING,3.33%,DISCOLORATION,4%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,9/22/17,09/22/2017,3001,63,554087,OGC,"1800-B PRAIRIE ROAD_x000D__x000D_EUGENE, OR  97402",515947,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,30,30,100.00%,555.00,,,Mold,,,,Protected,SERIOUS CONDITIONAL,,,BCN,15-Sep-2017,BCNVEN,15-Sep-2017,1 ,15-Sep-2017,1 ,LA1,18-Sep-2017,4 ,5 ,9 ,53108 ,88,56,6,SCARRING,2.67%,DISCOLORATION,6.67%,SOFTNESS,2%,DEHYDRATION/SHRIVEL,2.67%,N/A,0%,NG
VEGETABLES,9/27/17,09/27/2017,3002,63,554660,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",516026,bumjf,butternut squash medium 35lb,squash – jf,LA1,JF,183,67,36.61%,"1,072.00",,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,MARVEN,15-Sep-2017,MARVEN,15-Sep-2017,1 ,17-Sep-2017,3 ,LA1,23-Sep-2017,9 ,5 ,14 ,53129 ,76,49,N/A,SCARRING,30.67%,DISCOLORATION,6%,N/A,0%,DEHYDRATION/SHRIVEL,1.33%,N/A,0%,NG
VEGETABLES,9/27/17,09/27/2017,3002,63,554660,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",516032,bumjf,butternut squash medium 35lb,squash – jf,LA1,JF,183,35,19.13%,560.00,,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,MARVEN,13-Sep-2017,MARVEN,13-Sep-2017,1 ,15-Sep-2017,1 ,LA1,23-Sep-2017,14 ,5 ,19 ,53103 ,68,50,N/A,SCARRING,25%,DISCOLORATION,31.25%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,9/27/17,09/27/2017,3002,63,554660,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",516075,bumjf,butternut squash medium 35lb,squash – jf,LA1,JF,183,81,44.26%,"1,296.00",,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,MARVEN,16-Sep-2017,MARVEN,16-Sep-2017,1 ,20-Sep-2017,4 ,LA1,23-Sep-2017,8 ,5 ,13 ,53171 ,71,46,N/A,SCARRING,77.27%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,9/27/17,09/27/2017,3003,63,554626,FPF,"vendor # 28082_x000D_2300 NW 19th STREET_x000D_POMPANO BEACH, FL  33069",515767,PCP2,PERSIAN CUCUMBER 12CT 1LB,PERSIAN CUC,LA1,MHS,10,10,100.00%,320.00,,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,MHS,13-Sep-2017,MHSVEN,13-Sep-2017,1 ,14-Sep-2017,2 ,LA1,18-Sep-2017,6 ,10 ,16 ,53077 ,84,45,N/A,SCARRING,5.33%,DISCOLORATION,5.33%,N/A,0%,N/A,0%,N/A,0%,NG
HERBS,9/27/17,09/27/2017,3004,63,554714,SYSCC,"136 MARIPOSA ROAD_x000D__x000D_MODESTO, CA  95354",516190,spm8oz,spearmint 8oz bag,spearmint,SF1,JF,10,1,10.00%,5.40,,,Other,,,Sysco Central found a slug.,Rejected,QUALITY,,,PESVEN,18-Sep-2017,PESVEN,18-Sep-2017,1,19-Sep-2017,2,SF1,21-Sep-2017,4,7 ,11,53147 ,82,53,N/A,INSECT DAMAGE,6%,DISCOLORATION,2.67%,MECH DAMAGE,8%,YELLOWING,2%,DISEASE PRESENCE,2%,NG
HERBS,9/27/17,09/27/2017,3005,63,554791,GGI,"377 COUNTY RT. 12_x000D__x000D_NEW HAMPTON, NY  10958",516931,cil8,cilantro lb bulk,cilantro,LA1,JF,30,30,100.00%,105.00,,,Decay,Yellowing Leaves,,,Rejected,SERIOUS CONDITIONAL,SERIOUS CONDITIONAL,,SWAVEN,23-Sep-2017,SWAVEN,23-Sep-2017,1 ,26-Sep-2017,3 ,LA1,25-Sep-2017,3 ,3 ,6 ,53266 ,35,40,N/A,N/A,0%,DISCOLORATION,21.33%,N/A,0%,YELLOWING,19.33%,WETNESS,6%,NG
HERBS,9/27/17,09/27/2017,3005,63,554791,GGI,"377 COUNTY RT. 12_x000D__x000D_NEW HAMPTON, NY  10958",516506,spm8,spearmint lb bulk,spearmint,LA1,JF,75,75,100.00%,243.75,,,Decay,Yellowing Leaves,,,Rejected,SERIOUS CONDITIONAL,SERIOUS CONDITIONAL,,PESVEN,20-Sep-2017,PESVEN,20-Sep-2017,1 ,22-Sep-2017,2 ,LA1,25-Sep-2017,6 ,3 ,9 ,53226 ,51,47,N/A,INSECT DAMAGE,15%,DISCOLORATION,47.5%,N/A,0%,DEHYDRATION/WILT,5%,YELLOWING,2%,NG
VEGETABLES,9/28/17,09/28/2017,3003,63,554626,FPF,"vendor # 28082_x000D_2300 NW 19th STREET_x000D_POMPANO BEACH, FL  33069",515725,POB,POBLANO PEPPERS - 10LB,POBLANO,LA1,BCN,10,10,100.00%,180.00,,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,BCN,13-Sep-2017,BCNVEN,13-Sep-2017,1 ,14-Sep-2017,2 ,LA1,18-Sep-2017,6 ,11 ,17 ,53076 ,86,42,N/A,SCARRING,4%,DISCOLORATION,6.67%,N/A,0%,DEHYDRATION/SHRIVEL,4%,N/A,0%,NG
VEGETABLES,9/28/17,09/29/2017,3006,63,554274,LND,"1825 EL CAMINO REAL_x000D__x000D_BURLINGAME, CA  94010",516026,bumjf,butternut squash medium 35lb,squash – jf,SF1,JF,9,9,100.00%,180.00,,,Size,,,too small,Rejected,QUALITY,,,MARVEN,15-Sep-2017,MARVEN,15-Sep-2017,1 ,17-Sep-2017,3 ,LA1,27-Sep-2017,13 ,2 ,15 ,53129 ,76,49,N/A,SCARRING,30.67%,DISCOLORATION,6%,N/A,0%,DEHYDRATION/SHRIVEL,1.33%,N/A,0%,NG
TOMATO,10/2/17,10/02/2017,3007,63,556319,SHA,"131 TERMINAL COURT_x000D_P.O. BOX 2328_x000D_S. SAN FRANCISCO, CA  94083",517684,TOV,TOMATO ON THE VINE 11LB,TOV,SF1,DCN,64,64,100.00%,"1,152.00",,,Spotting,Shrivel (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,GREPR,N/A,EXTERNAL VENDOR,N/A,N/A,29-Sep-2017,N/A,LA1,1-Oct-2017,3 ,2 ,5 ,306392 ,79,47,N/A,SCARRING,7%,DISCOLORATION,18%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,10/2/17,10/03/2017,3008,63,555604,AMC,"3000 S. ASHLAND AVENUE_x000D_SUITE 100_x000D_CHIGAGO, IL  60608",516693,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,600,120,20.00%,"1,200.00",,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,BCN,21-Sep-2017,BCNVEN,21-Sep-2017,1 ,22-Sep-2017,2 ,LA1,26-Sep-2017,6 ,7 ,13 ,53242 ,91,60,6,SCARRING,4.67%,DISCOLORATION,10.67%,SOFTNESS,5.33%,N/A,0%,N/A,0%,NG
TOMATO,10/2/17,10/03/2017,3008,63,555604,AMC,"3000 S. ASHLAND AVENUE_x000D_SUITE 100_x000D_CHIGAGO, IL  60608",516812,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,600,120,20.00%,"1,200.00",,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,BCN,22-Sep-2017,BCNVEN,22-Sep-2017,1 ,24-Sep-2017,3 ,LA1,26-Sep-2017,5 ,7 ,12 ,53267 ,84,70,N/A,SCARRING,13.33%,DISCOLORATION,12.67%,SOFTNESS,5.33%,UNHEALED CUTS/SPLITS,1.33%,N/A,0%,NG
TOMATO,10/2/17,10/03/2017,3008,63,555604,AMC,"3000 S. ASHLAND AVENUE_x000D_SUITE 100_x000D_CHIGAGO, IL  60608",516845,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,600,120,20.00%,"1,200.00",,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,BCN,22-Sep-2017,BCNVEN,22-Sep-2017,1 ,24-Sep-2017,3 ,LA1,26-Sep-2017,5 ,7 ,12 ,53268 ,94,61,6,SCARRING,5.33%,DISCOLORATION,5.33%,SOFTNESS,4.67%,N/A,0%,N/A,0%,NG
TOMATO,10/2/17,10/03/2017,3008,63,555604,AMC,"3000 S. ASHLAND AVENUE_x000D_SUITE 100_x000D_CHIGAGO, IL  60608",516846,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,600,120,20.00%,"1,200.00",,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,BCN,22-Sep-2017,BCNVEN,22-Sep-2017,1 ,24-Sep-2017,3 ,LA1,26-Sep-2017,5 ,7 ,12 ,53268 ,78,59,6,SCARRING,3.33%,DISCOLORATION,5.33%,SOFTNESS,7.33%,DEHYDRATION/SHRIVEL,6%,N/A,0%,NG
TOMATO,10/2/17,10/03/2017,3008,63,555604,AMC,"3000 S. ASHLAND AVENUE_x000D_SUITE 100_x000D_CHIGAGO, IL  60608",516847,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,600,120,20.00%,"1,200.00",,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,BCN,22-Sep-2017,BCNVEN,22-Sep-2017,1 ,24-Sep-2017,3 ,LA1,26-Sep-2017,5 ,7 ,12 ,53268 ,86,66,6,SCARRING,7.33%,DISCOLORATION,14%,N/A,0%,DEHYDRATION/SHRIVEL,2%,N/A,0%,NG
TOMATO,10/3/17,10/03/2017,3009,63,555903,CSB,"9001 Whiskey Bottom Road_x000D__x000D_Laurel, MD  20723",516964,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,BCN,10,9,90.00%,148.50,,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,BCN,23-Sep-2017,BCNVEN,23-Sep-2017,1 ,24-Sep-2017,2 ,LA1,27-Sep-2017,5 ,7 ,12 ,53271 ,87,57,6,SCARRING,4%,DISCOLORATION,20%,SOFTNESS,3.33%,N/A,0%,N/A,0%,NG
TOMATO,10/3/17,10/03/2017,3009,63,555903,CSB,"9001 Whiskey Bottom Road_x000D__x000D_Laurel, MD  20723",517293,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,BCN,10,1,10.00%,16.50,,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,BCN,26-Sep-2017,BCNVEN,26-Sep-2017,1 ,27-Sep-2017,2 ,LA1,27-Sep-2017,2 ,7 ,9 ,53333 ,95,56,5,SCARRING,4%,DISCOLORATION,6.67%,SOFTNESS,1.33%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",516778,spljf,spaghetti squash large 35lb,squash – jf,LA1,JF,615,161,26.18%,"2,898.00",,,Scarring,,,,Protected,QUALITY,,,MARVEN,22-Sep-2017,MARVEN,22-Sep-2017,1 ,23-Sep-2017,2 ,LA1,28-Sep-2017,7 ,5 ,12 ,53257 ,76,56,N/A,SCARRING,94.12%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",516888,spljf,spaghetti squash large 35lb,squash – jf,LA1,JF,615,145,23.58%,"2,610.00",,,Scarring,,,,Protected,QUALITY,,,MARVEN,23-Sep-2017,MARVEN,23-Sep-2017,1 ,23-Sep-2017,1 ,LA1,28-Sep-2017,6 ,5 ,11 ,53258 ,71,72,N/A,SCARRING,83.33%,DISCOLORATION,16.67%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",517252,spljf,spaghetti squash large 35lb,squash – jf,LA1,JF,615,175,28.46%,"3,150.00",,,Scarring,,,,Protected,QUALITY,,,MARVEN,26-Sep-2017,MARVEN,26-Sep-2017,1 ,28-Sep-2017,2 ,LA1,28-Sep-2017,3 ,5 ,8 ,53351 ,64,73,N/A,SCARRING,100%,DISCOLORATION,21.88%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",517358,spljf,spaghetti squash large 35lb,squash – jf,LA1,JF,615,35,5.69%,630.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,27-Sep-2017,MARVEN,27-Sep-2017,1 ,28-Sep-2017,1 ,LA1,28-Sep-2017,2 ,5 ,7 ,53351 ,70,70,N/A,SCARRING,100%,DISCOLORATION,10%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",517359,spljf,spaghetti squash large 35lb,squash – jf,LA1,JF,615,35,5.69%,630.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,27-Sep-2017,MARVEN,27-Sep-2017,1 ,28-Sep-2017,1 ,LA1,28-Sep-2017,2 ,5 ,7 ,53351 ,65,72,N/A,SCARRING,96.97%,DISCOLORATION,21.21%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",517360,spljf,spaghetti squash large 35lb,squash – jf,LA1,JF,615,35,5.69%,630.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,27-Sep-2017,MARVEN,27-Sep-2017,1 ,28-Sep-2017,1 ,LA1,28-Sep-2017,2 ,5 ,7 ,53351 ,69,70,N/A,SCARRING,93.75%,DISCOLORATION,15.63%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",517361,spljf,spaghetti squash large 35lb,squash – jf,LA1,JF,615,29,4.72%,522.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,27-Sep-2017,MARVEN,27-Sep-2017,1 ,28-Sep-2017,1 ,LA1,28-Sep-2017,2 ,5 ,7 ,53351 ,75,72,N/A,SCARRING,100%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",515219,spmjf,spaghetti squash medium 35lb,squash – jf,LA1,JF,414,1,0.24%,18.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,8-Sep-2017,MARVEN,8-Sep-2017,1 ,10-Sep-2017,3 ,LA1,28-Sep-2017,21 ,5 ,26 ,52997 ,67,45,N/A,SCARRING,69.44%,DISCOLORATION,11.11%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",515663,spmjf,spaghetti squash medium 35lb,squash – jf,LA1,JF,414,15,3.62%,270.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,13-Sep-2017,MARVEN,13-Sep-2017,1 ,15-Sep-2017,3 ,LA1,28-Sep-2017,16 ,5 ,21 ,53103 ,79,46,N/A,SCARRING,33.33%,DISCOLORATION,5.33%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",515872,spmjf,spaghetti squash medium 35lb,squash – jf,LA1,JF,414,5,1.21%,90.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,14-Sep-2017,MARVEN,14-Sep-2017,1 ,17-Sep-2017,4 ,LA1,28-Sep-2017,15 ,5 ,20 ,53129 ,82,48,N/A,SCARRING,32%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",516777,spmjf,spaghetti squash medium 35lb,squash – jf,LA1,JF,414,117,28.26%,"2,106.00",,,Scarring,,,,Protected,QUALITY,,,MARVEN,22-Sep-2017,MARVEN,22-Sep-2017,1 ,23-Sep-2017,2 ,LA1,28-Sep-2017,7 ,5 ,12 ,53257 ,78,56,N/A,SCARRING,90%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",516887,spmjf,spaghetti squash medium 35lb,squash – jf,LA1,JF,414,95,22.95%,"1,710.00",,,Scarring,,,,Protected,QUALITY,,,MARVEN,23-Sep-2017,MARVEN,23-Sep-2017,1 ,23-Sep-2017,1 ,LA1,28-Sep-2017,6 ,5 ,11 ,53258 ,73,71,N/A,SCARRING,90.48%,DISCOLORATION,9.52%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",517251,spmjf,spaghetti squash medium 35lb,squash – jf,LA1,JF,414,105,25.36%,"1,890.00",,,Scarring,,,,Protected,QUALITY,,,MARVEN,26-Sep-2017,MARVEN,26-Sep-2017,1 ,28-Sep-2017,2 ,LA1,28-Sep-2017,3 ,5 ,8 ,53351 ,71,73,N/A,SCARRING,97.83%,DISCOLORATION,8.7%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",517355,spmjf,spaghetti squash medium 35lb,squash – jf,LA1,JF,414,35,8.45%,630.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,27-Sep-2017,MARVEN,27-Sep-2017,1 ,28-Sep-2017,1 ,LA1,28-Sep-2017,2 ,5 ,7 ,53351 ,75,72,N/A,SCARRING,100%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",517356,spmjf,spaghetti squash medium 35lb,squash – jf,LA1,JF,414,35,8.45%,630.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,27-Sep-2017,MARVEN,27-Sep-2017,1 ,28-Sep-2017,1 ,LA1,28-Sep-2017,2 ,5 ,7 ,53351 ,71,73,N/A,SCARRING,97.83%,DISCOLORATION,8.7%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",517357,spmjf,spaghetti squash medium 35lb,squash – jf,LA1,JF,414,6,1.45%,108.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,27-Sep-2017,MARVEN,27-Sep-2017,1 ,28-Sep-2017,1 ,LA1,28-Sep-2017,2 ,5 ,7 ,53351 ,75,73,N/A,SCARRING,100%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",514765,spsjf,spaghetti squash small 35lb,squash – jf,LA1,JF,98,4,4.08%,56.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,5-Sep-2017,MARVEN,5-Sep-2017,1 ,8-Sep-2017,3 ,LA1,28-Sep-2017,24 ,5 ,29 ,52953 ,75,51,N/A,SCARRING,52.86%,DISCOLORATION,4.29%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",514935,spsjf,spaghetti squash small 35lb,squash – jf,LA1,JF,98,35,35.71%,490.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,6-Sep-2017,MARVEN,6-Sep-2017,1 ,8-Sep-2017,2 ,LA1,28-Sep-2017,23 ,5 ,28 ,52953 ,75,49,N/A,SCARRING,54%,DISCOLORATION,4%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",515218,spsjf,spaghetti squash small 35lb,squash – jf,LA1,JF,98,20,20.41%,280.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,8-Sep-2017,MARVEN,8-Sep-2017,1 ,10-Sep-2017,3 ,LA1,28-Sep-2017,21 ,5 ,26 ,52997 ,56,45,N/A,SCARRING,100%,DISCOLORATION,17.46%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",515662,spsjf,spaghetti squash small 35lb,squash – jf,LA1,JF,98,18,18.37%,252.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,13-Sep-2017,MARVEN,13-Sep-2017,1 ,15-Sep-2017,3 ,LA1,28-Sep-2017,16 ,5 ,21 ,53103 ,73,46,N/A,SCARRING,68.75%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",515871,spsjf,spaghetti squash small 35lb,squash – jf,LA1,JF,98,2,2.04%,28.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,14-Sep-2017,MARVEN,14-Sep-2017,1 ,17-Sep-2017,4 ,LA1,28-Sep-2017,15 ,5 ,20 ,53129 ,66,43,N/A,SCARRING,95.24%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,10/2/17,10/03/2017,3010,63,556073,FOR,"400 WABASH_x000D__x000D_EPHRATA, PA  17522",516077,spsjf,spaghetti squash small 35lb,squash – jf,LA1,JF,98,19,19.39%,266.00,,,Scarring,,,,Protected,QUALITY,,,MARVEN,16-Sep-2017,MARVEN,16-Sep-2017,1 ,20-Sep-2017,4 ,LA1,28-Sep-2017,13 ,5 ,18 ,53171 ,72,48,N/A,SCARRING,73.85%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
HERBS,10/3/17,10/03/2017,3011,63,554817,BADBO,"155 Food Center Drive_x000D__x000D_Bronx, NY  10474",516980,chi3,chives 3ct 3/4oz clamshells,chives,LA1,JFM,20,18,90.00%,62.10,,,Yellowing Leaves,Decay,,,Rejected,SERIOUS CONDITIONAL,,,BCN,23-Sep-2017,BCNVEN,23-Sep-2017,1 ,24-Sep-2017,2 ,LA1,27-Sep-2017,5 ,6 ,11 ,53271 ,80,54,N/A,N/A,0%,DISCOLORATION,14.67%,INSECT PRESENCE/FRASS,12%,N/A,0%,N/A,0%,NG
